number,Sex,Age,Rating date,Traveled date,Seat comfort,Customer service,Cleanliness,Food and Beverage,Legroom,In-flight entertainment,Value for money,Check-in and Boarding,Area,Cabin,Route
246,M,35-49,13/7/2018,18-Jul,3,4,3,3,3,3,3,3,Domestic,Economy,Lihue - Los Angeles
247,M,50-64,13/7/2018,18-Jun,2,4,3,2,2,3,3,3,International,Economy,Boston - Milan
248,M,35-49,13/7/2018,18-Jul,4,4,4,3,3,3,3,4,Domestic,Economy,Charlotte - Dallas
249,M,50-64,13/7/2018,,5,5,5,5,5,4,5,1,International,First Class,Miami - London
250,M,50-64,13/7/2018,18-Jun,5,5,5,5,5,4,5,5,International,First Class,London - Miami
251,F,35-49,2018/12/7 0:00,18-Jun,2,3,3,3,2,3,4,3,USA,Economy,Toronto - Chattanooga
252,F,50-64,2018/12/7 0:00,18-Jun,5,5,5,4,5,5,4,5,Caribbean,First Class,Boston - Bonaire
253,M,50-64,2018/12/7 0:00,18-Jul,4,5,3,5,3,5,3,5,Domestic,Economy,Hartford - El Paso
254,M,35-49,2018/11/7 0:00,18-Jun,5,4,5,3,4,4,5,5,Domestic,Economy,Phoenix - Chicago
255,F,35-49,2018/11/7 0:00,18-Jun,2,4,3,3,3,3,4,2,International,Economy,Munich - Chicago
256,M,65+,2018/11/7 0:00,18-Jun,3,2,2,2,3,3,3,2,Domestic,Business Class,Chicago - Las Vegas
257,M,35-49,2018/11/7 0:00,18-Jul,5,3,5,3,5,5,3,5,International,First Class,Seoul - Dallas
258,M,65+,2018/11/7 0:00,18-Jul,3,4,3,3,3,4,3,3,Mexico,Economy,Oklahoma City - Puerto Vallarta
259,F,50-64,2018/11/7 0:00,18-Jun,4,2,2,4,5,5,4,2,International,Business Class,London - Dallas
260,M,65+,2018/11/7 0:00,18-Jul,3,4,5,3,3,4,4,5,Domestic,Economy,Louisville - Dallas
261,M,65+,2018/10/7 0:00,18-Jun,4,4,3,4,4,4,3,3,Domestic,First Class,Albuquerque - New York City
262,M,65+,2018/10/7 0:00,18-Jun,3,4,3,2,3,3,2,3,Caribbean,Economy,Miami - San Juan
263,M,35-49,2018/9/7 0:00,18-Jun,3,2,4,2,3,4,3,4,Domestic,Economy,Dallas - Maui
264,F,50-64,2018/9/7 0:00,18-Jul,5,1,1,1,5,3,1,1,International,Business Class,London - Los Angeles
265,M,65+,2018/9/7 0:00,18-Jul,2,4,3,1,3,1,3,4,International,Economy,Zurich - Philadelphia
266,F,35-49,2018/9/7 0:00,18-Jul,2,1,2,3,3,3,3,4,Domestic,Economy,Savannah - Dallas
267,M,50-64,2018/9/7 0:00,18-Jul,3,4,3,3,3,2,3,3,Domestic,First Class,Charlotte - Daytona Beach
268,F,35-49,2018/9/7 0:00,,4,4,4,3,4,5,3,4,Domestic,Economy,Detroit - Reno
269,F,65+,2018/9/7 0:00,18-Jun,5,4,5,3,4,5,4,3,Domestic,Economy,Beaumont - Las Vegas
270,M,50-64,2018/9/7 0:00,17-Oct,1,1,1,1,1,1,1,1,Domestic,Economy,Charlotte - Gulfport
271,F,50-64,2018/9/7 0:00,,2,4,3,1,2,3,2,2,International,Economy,Los Angeles - London
272,M,65+,2018/8/7 0:00,18-Jun,4,5,5,3,4,4,5,5,Domestic,Economy,Fort Myers - Syracuse
273,M,65+,2018/8/7 0:00,,4,4,5,3,5,3,5,5,Domestic,Economy,Madison - Philadelphia
274,F,35-49,2018/7/7 0:00,18-Jan,4,3,4,2,4,4,4,5,Domestic,Economy,Dallas - Las Vegas
275,F,50-64,2018/7/7 0:00,18-Jul,5,5,4,5,5,5,5,5,Domestic,Economy,Tampa - Charlottesville
276,M,50-64,2018/7/7 0:00,,3,1,1,2,3,4,2,3,Domestic,Business Class,Atlanta - Chicago
277,M,50-64,2018/7/7 0:00,18-Jul,3,4,4,3,2,3,3,4,Caribbean,Economy,Kansas City - Montego Bay
278,M,50-64,2018/6/7 0:00,18-Jun,4,4,4,4,4,4,4,5,Domestic,Business Class,New York City - Los Angeles
279,F,50-64,2018/6/7 0:00,18-Jun,3,2,3,3,3,3,2,2,USA,Economy,Cancun - Chicago
280,M,65+,2018/6/7 0:00,18-Jul,5,5,5,5,5,5,5,5,Domestic,First Class,Boston - Tampa
281,M,65+,2018/6/7 0:00,18-Apr,4,4,4,3,3,3,4,4,Domestic,Economy,Fort Lauderdale - Charlotte
282,F,65+,2018/6/7 0:00,18-Jun,2,5,3,3,2,1,3,4,International,Economy,Tampa - Prague
283,F,50-64,2018/6/7 0:00,18-Jun,4,5,5,4,5,4,4,4,Caribbean,Economy,Austin - Grand Cayman
284,F,50-64,2018/6/7 0:00,18-Jun,5,5,5,5,5,5,5,5,International,Business Class,Zurich - Philadelphia
285,F,50-64,2018/6/7 0:00,18-Jun,2,2,3,2,2,3,1,2,Caribbean,Economy,Philadelphia - Hamilton
286,F,50-64,2018/6/7 0:00,18-Jun,5,5,5,4,5,2,3,4,Domestic,Economy,Charlotte - Knoxville
287,F,50-64,2018/6/7 0:00,18-Jun,5,2,5,2,5,2,2,1,Domestic,Economy,Boston - Charlotte
288,M,65+,2018/5/7 0:00,,2,1,3,2,2,2,3,1,Domestic,Economy,Charlotte - Las Vegas
289,M,50-64,2018/5/7 0:00,18-Jun,3,2,3,1,3,1,3,4,Domestic,Economy,Charlotte - Hartford
290,M,50-64,2018/5/7 0:00,,3,4,3,3,3,4,3,3,Domestic,Economy,Orlando - Las Vegas
291,M,50-64,2018/5/7 0:00,18-Jun,2,1,2,2,2,1,1,1,International,Business Class,Montego Bay - Miami
292,M,50-64,2018/5/7 0:00,18-Jun,4,4,4,3,3,3,4,4,Domestic,Economy,Miami - Tampa
293,F,50-64,2018/5/7 0:00,18-Jul,4,4,4,4,4,4,4,4,Caribbean,Economy,Dallas - Montego Bay
294,F,35-49,2018/4/7 0:00,,4,5,5,5,4,5,5,5,International,Economy,Dallas - London
295,M,50-64,2018/4/7 0:00,18-Jun,4,4,4,3,3,4,3,3,Domestic,Economy,Denver - Miami
296,M,50-64,2018/4/7 0:00,18-Jun,3,1,4,3,3,3,1,1,Domestic,Economy,Philadelphia - Dallas
297,M,35-49,2018/4/7 0:00,18-Jun,3,2,3,2,3,1,2,2,Domestic,Economy,Detroit - Chicago
298,M,35-49,2018/4/7 0:00,18-Jun,3,1,3,2,3,3,3,1,Domestic,Economy,Washington DC - Hartford
299,M,50-64,2018/4/7 0:00,18-Jun,3,4,3,3,3,5,3,4,Domestic,Economy,Spokane - New Orleans
300,M,65+,2018/4/7 0:00,,3,1,4,3,3,4,4,2,Domestic,Economy,Philadelphia - Phoenix
301,M,65+,2018/3/7 0:00,18-Jun,5,5,5,5,5,5,3,5,International,Business Class,Dallas - Beijing
302,M,50-64,2018/3/7 0:00,18-Jun,2,3,3,3,3,3,2,3,Domestic,Business Class,Manchester - Philadelphia
303,M,35-49,2018/3/7 0:00,18-Jun,3,3,4,3,3,1,3,4,Domestic,Economy,Chattanooga - Seattle
304,F,35-49,2018/3/7 0:00,18-Jun,3,3,3,3,3,3,3,3,Domestic,Economy,Gulfport - Fort Smith
305,M,50-64,2018/3/7 0:00,18-Jun,4,1,3,2,4,5,3,1,International,Business Class,Miami - Rio de Janeiro
306,M,65+,2018/3/7 0:00,18-Jul,5,5,5,4,5,3,5,5,Mexico,Business Class,Las Vegas - Los Cabos
307,M,35-49,2018/3/7 0:00,18-Jun,5,4,4,3,5,4,4,4,International,Business Class,Sao Paulo - Dallas
308,M,35-49,2018/3/7 0:00,18-Jul,1,3,3,3,2,3,3,3,Domestic,Economy,Charlotte - Las Vegas
309,M,65+,2018/2/7 0:00,18-Jul,5,1,5,3,5,4,2,5,Domestic,First Class,Sacramento - Jacksonville
310,M,35-49,2018/2/7 0:00,18-May,3,4,4,3,4,5,4,5,Domestic,Economy,Miami - New York City
311,F,50-64,2018/2/7 0:00,18-Jun,3,4,5,3,3,4,4,5,International,Economy,Manchester - Philadelphia
312,M,50-64,2018/2/7 0:00,18-Jun,3,4,4,3,3,4,4,5,Domestic,Economy,Meridian - San Antonio
313,F,18-24,2018/2/7 0:00,18-Jun,2,1,1,5,2,2,1,1,Domestic,Economy,Dallas - Atlanta
314,M,65+,2018/2/7 0:00,18-Jun,3,4,3,1,2,3,2,2,Domestic,Economy,Oklahoma City - Chicago
315,M,35-49,2018/2/7 0:00,,4,5,4,4,4,4,3,4,International,Economy,Austin - Paris
316,M,50-64,2018/2/7 0:00,18-Jun,1,5,3,2,1,1,3,3,Domestic,Economy,Dallas - New Orleans
317,M,25-34,2018/2/7 0:00,18-Jun,3,3,3,2,2,1,2,4,Domestic,Economy,Knoxville - White Plains
318,M,50-64,2018/2/7 0:00,18-Jun,3,2,3,3,3,3,2,3,Domestic,Economy,Houston - Richmond
319,F,50-64,2018/2/7 0:00,18-Jun,3,4,4,3,3,3,3,4,Domestic,Economy,Dallas - Fort Lauderdale
320,M,50-64,2018/1/7 0:00,18-May,4,4,4,4,4,4,5,4,Caribbean,Economy,Pittsburgh - San Juan
321,M,50-64,2018/1/7 0:00,18-Jun,1,4,4,3,2,5,3,5,Domestic,Economy,Phoenix - Nashville
322,M,65+,2018/1/7 0:00,18-Jun,4,4,4,3,4,3,4,4,Domestic,Economy,Dallas - Dayton
323,M,65+,2018/1/7 0:00,18-Jun,4,5,4,3,4,3,4,4,Domestic,Economy,Grand Junction - Dallas
324,M,35-49,2018/1/7 0:00,18-Jun,3,3,3,3,3,3,3,3,USA,Economy,Cancun - Miami
325,M,50-64,2018/1/7 0:00,,3,3,3,3,4,2,3,3,Domestic,Economy,San Francisco - Dallas
326,M,35-49,30/6/2018,,4,4,5,4,4,3,4,5,Domestic,Economy,New York City - Los Angeles
327,M,50-64,30/6/2018,18-Jun,2,3,3,2,2,2,3,3,Domestic,Economy,Syracuse - Phoenix
328,M,50-64,30/6/2018,18-Jun,3,3,3,2,4,3,3,3,Domestic,Economy,Dallas - San Francisco
329,M,50-64,30/6/2018,18-Jun,2,5,3,1,5,2,3,5,Domestic,First Class,Denver - Philadelphia
330,M,35-49,30/6/2018,18-Jun,3,3,4,3,3,3,3,3,Domestic,First Class,Los Angeles - Saint Louis
331,M,65+,29/6/2018,18-Jun,4,5,5,4,5,4,5,5,Domestic,Economy,Washington DC - Las Vegas
332,M,35-49,29/6/2018,18-Jun,3,5,4,3,3,1,4,5,Domestic,Economy,Chicago - Chattanooga
333,M,50-64,29/6/2018,18-Jun,3,5,3,3,3,3,3,3,Domestic,Economy,Los Angeles - Philadelphia
334,F,50-64,29/6/2018,18-Jun,3,4,4,4,3,5,4,4,Domestic,Economy,Chicago - Orange
335,F,50-64,29/6/2018,,4,1,3,1,5,1,2,1,Domestic,Economy,Washington DC - Tampa
336,F,50-64,28/6/2018,18-Jun,3,2,3,2,2,2,3,3,Domestic,Economy,Tallahassee - Portland
337,M,50-64,28/6/2018,,4,2,1,2,4,1,1,2,Canada,Business Class,Orlando - Vancouver
338,F,35-49,28/6/2018,18-Jun,4,3,3,3,4,4,2,2,Domestic,Economy,Los Angeles - Miami
339,F,25-34,28/6/2018,18-Jun,5,5,5,5,5,3,5,5,International,Economy,London - Miami
340,M,50-64,28/6/2018,18-Jun,5,4,4,4,5,3,4,3,Domestic,First Class,Norfolk - Los Angeles
341,M,50-64,27/6/2018,18-Jun,3,5,3,5,3,3,3,5,Domestic,Economy,Newport News - Philadelphia
342,M,65+,27/6/2018,18-Jun,5,5,5,5,5,5,5,5,Domestic,First Class,Orlando - Rochester
343,F,65+,27/6/2018,18-Jun,5,5,5,5,5,5,5,5,International,First Class,London - Dallas
344,M,50-64,27/6/2018,18-Jun,2,2,1,1,3,1,1,1,Domestic,Economy,New York City - Greensboro
345,M,65+,27/6/2018,18-Jun,4,4,5,4,3,3,4,5,Domestic,Economy,Lynchburg - Salt Lake City
346,M,35-49,27/6/2018,18-Jun,3,3,2,3,3,3,3,3,Domestic,Economy,Dallas - Meridian
347,M,25-34,27/6/2018,18-Jun,4,4,5,3,4,4,4,5,Caribbean,Economy,Miami - Santo Domingo
348,F,50-64,27/6/2018,,3,4,4,4,4,5,3,5,Domestic,Economy,Sacramento - Dallas
349,M,50-64,27/6/2018,18-Jun,5,5,5,4,5,5,5,4,International,Economy,London - Philadelphia
350,F,50-64,27/6/2018,18-Jun,3,4,3,3,3,4,3,3,International,Economy,Charlotte - Dublin
351,M,35-49,27/6/2018,18-May,5,2,2,4,5,2,3,5,International,Business Class,Montevideo - Miami
352,M,50-64,27/6/2018,18-Mar,4,5,5,3,3,5,4,4,International,Economy,New York City - Milan
353,F,35-49,27/6/2018,18-Jun,2,4,5,3,2,3,4,3,International,Economy,Helsinki - Vancouver
354,M,35-49,27/6/2018,18-Jun,2,3,4,3,2,1,3,4,International,Economy,Tampa - Lima
355,F,50-64,27/6/2018,18-Jun,5,5,5,5,5,5,5,5,International,First Class,Miami - Cali
356,M,50-64,27/6/2018,18-Jun,4,5,4,4,5,4,3,4,Domestic,Economy,West Palm Beach - Los Angeles
357,F,35-49,26/6/2018,18-Jun,3,3,3,1,3,3,3,3,Domestic,Economy,San Francisco - Philadelphia
358,F,35-49,26/6/2018,18-May,2,3,2,3,3,1,1,3,International,Economy,Philadelphia - Amsterdam
359,F,35-49,26/6/2018,18-Jun,3,2,3,2,3,2,3,4,Domestic,Economy,Philadelphia - San Diego
360,M,50-64,26/6/2018,18-Jun,1,1,3,1,2,2,1,1,Domestic,Economy,Portland - Greenville
361,F,50-64,26/6/2018,18-Jun,3,5,5,5,3,3,4,5,Domestic,Economy,Charlotte - Wilmington
362,F,35-49,26/6/2018,18-Jun,4,3,3,3,3,3,3,2,USA,Economy,Cancun - Dallas
363,M,50-64,26/6/2018,18-Apr,5,5,4,5,5,5,5,5,Domestic,First Class,Denver - Miami
364,M,25-34,26/6/2018,18-Jun,3,4,4,3,3,2,4,4,Canada,Economy,New York City - Toronto
365,M,65+,25/6/2018,18-Jun,2,4,3,1,2,2,3,4,Domestic,Economy,Pittsburgh - Hartford
366,M,25-34,25/6/2018,18-Jun,3,5,4,5,3,5,5,5,Domestic,Economy,Des Moines - Las Vegas
367,M,50-64,25/6/2018,18-Jun,1,5,5,3,3,3,3,5,Domestic,Business Class,Springfield - Phoenix
368,F,25-34,25/6/2018,18-Jun,5,5,5,5,5,5,5,5,International,Economy,Paris - Denver
369,M,65+,25/6/2018,18-Jun,2,4,3,3,3,3,3,4,Domestic,Economy,Phoenix - Charlotte
370,M,35-49,25/6/2018,18-Jun,4,4,4,3,4,4,4,3,Domestic,First Class,Chicago - Houston
371,M,50-64,25/6/2018,18-Jun,4,3,5,1,4,2,3,4,International,Economy,Port of Spain - Orlando
372,M,50-64,25/6/2018,18-May,4,5,4,4,4,3,3,4,Domestic,First Class,Charlotte - Tampa
373,F,50-64,25/6/2018,18-Jun,3,1,1,2,3,1,1,1,Caribbean,First Class,Dallas - Grand Cayman
374,M,65+,25/6/2018,18-Jun,5,5,5,5,5,4,5,5,International,Economy,Dallas - London
375,F,35-49,25/6/2018,18-Jun,3,3,3,4,4,1,3,3,Mexico,Economy,Sacramento - Los Cabos
376,F,50-64,25/6/2018,18-Jun,3,4,3,3,3,2,2,3,Domestic,Economy,Cleveland - Chicago
377,M,65+,25/6/2018,18-Jun,2,1,3,2,1,3,3,3,Domestic,Economy,Providence - Myrtle Beach
378,F,65+,25/6/2018,,3,1,3,2,3,2,2,3,Domestic,Economy,Wilmington - New York City
379,F,50-64,25/6/2018,18-Jun,4,5,5,4,4,4,4,5,Domestic,Economy,Memphis - Chicago
380,F,50-64,24/6/2018,18-May,4,4,4,3,3,3,3,2,Domestic,Economy,Phoenix - Sacramento
381,F,35-49,24/6/2018,18-Jun,3,4,4,3,3,3,3,5,USA,Economy,Vancouver - Dallas
382,M,50-64,24/6/2018,18-Jun,4,4,4,4,4,4,3,4,International,Economy,Manchester - Chicago
383,F,50-64,24/6/2018,18-Jun,3,3,4,3,2,2,3,2,International,Economy,Richmond - Medellin
384,M,50-64,24/6/2018,18-Jun,4,4,4,3,4,4,3,4,International,Economy,London - Dallas
385,F,50-64,24/6/2018,18-Jun,4,2,3,3,4,2,3,2,Caribbean,Business Class,Jacksonville - Punta Cana
386,M,65+,24/6/2018,,2,1,4,1,2,3,2,2,Domestic,Economy,Abilene - Bangor
387,F,25-34,23/6/2018,18-Apr,2,1,2,2,2,2,1,1,International,Economy,Boston - London
388,M,65+,23/6/2018,,3,3,4,4,2,4,3,4,Domestic,Economy,Greenville - Maui
389,F,50-64,23/6/2018,,4,5,5,5,4,4,4,5,Caribbean,Economy,Kansas City - Grand Cayman
390,M,65+,23/6/2018,18-May,4,5,4,5,5,3,4,5,International,First Class,Dallas - Cabo Frio
391,F,65+,23/6/2018,18-Jun,3,3,4,3,3,3,3,3,USA,Economy,Vancouver - Phoenix
392,F,50-64,23/6/2018,18-Jun,5,5,5,5,5,2,5,1,Domestic,First Class,Washington DC - Savannah
393,M,35-49,22/6/2018,17-Nov,1,4,1,1,1,1,1,3,International,Economy,Philadelphia - Lisbon
394,F,35-49,21/6/2018,18-Jun,2,1,1,3,4,2,2,4,Domestic,Economy,Houston - Charlotte
395,F,50-64,21/6/2018,18-Mar,3,3,3,1,4,1,3,3,Domestic,Business Class,Chicago - Dallas
396,M,65+,21/6/2018,18-Jun,5,5,5,5,5,5,5,5,Domestic,First Class,Los Angeles - Reno
397,M,25-34,21/6/2018,18-May,3,3,4,3,3,3,4,2,Domestic,Economy,Fort Walton Beach - San Francisco
398,M,25-34,21/6/2018,18-Apr,4,5,5,5,3,5,4,5,Domestic,Economy,Newark - Miami
399,F,35-49,21/6/2018,18-May,3,4,3,4,4,5,3,4,International,Economy,Munich - Philadelphia
400,M,65+,21/6/2018,18-Jun,4,5,4,4,4,4,4,5,Domestic,Economy,Las Vegas - Nashville
401,M,35-49,20/6/2018,18-Jun,5,5,5,5,5,5,5,5,International,Business Class,Miami - Sao Paulo
402,M,50-64,20/6/2018,18-May,1,1,1,1,1,1,1,1,Domestic,Economy,Raleigh - San Jose
403,M,35-49,20/6/2018,17-Dec,2,2,2,2,3,4,2,3,International,Economy,Dallas - Tokyo
404,M,25-34,19/6/2018,,3,1,3,1,3,1,3,1,Domestic,Economy,Los Angeles - Las Vegas
405,M,50-64,19/6/2018,18-Mar,3,5,5,5,4,5,4,4,International,Economy,Nashville - Port of Spain
406,M,35-49,19/6/2018,18-Jun,3,4,3,4,3,4,3,3,Caribbean,Economy,Akron - San Juan
407,F,50-64,19/6/2018,,4,5,4,4,4,3,4,5,Domestic,Economy,Indianapolis - Los Angeles
408,F,50-64,19/6/2018,18-Jun,3,3,3,3,3,3,3,3,Domestic,Economy,San Antonio - Charlotte
409,M,50-64,19/6/2018,18-Jun,5,5,4,4,5,5,2,4,International,Business Class,Madrid - Philadelphia
410,M,50-64,19/6/2018,18-Jun,4,3,4,3,4,4,3,3,Mexico,Business Class,Miami - Cancun
411,M,35-49,19/6/2018,18-May,5,5,5,3,5,5,5,5,International,Business Class,Hong Kong - Los Angeles
412,M,65+,19/6/2018,18-Jan,3,4,3,2,3,2,3,4,Canada,Economy,Chicago - Toronto
413,F,25-34,18/6/2018,18-May,3,1,3,2,4,3,2,1,Domestic,Economy,New York City - San Francisco
414,M,50-64,18/6/2018,18-May,5,5,5,5,5,5,5,5,Domestic,Economy,Tampa - Norfolk
415,M,25-34,18/6/2018,18-Jun,3,3,3,3,3,3,3,3,Domestic,Economy,Washington DC - Detroit
416,M,25-34,18/6/2018,18-Jun,4,4,3,3,3,3,3,3,Domestic,Economy,Portland - Washington DC
417,M,50-64,18/6/2018,18-Jun,3,4,3,3,5,4,3,4,International,Economy,Los Angeles - Barcelona
418,F,18-24,18/6/2018,18-Jun,4,5,5,5,4,4,5,5,Caribbean,Economy,Miami - Havana
419,F,50-64,18/6/2018,18-May,3,4,3,3,3,3,3,2,Domestic,Economy,Phoenix - Philadelphia
420,M,50-64,18/6/2018,18-Jun,3,4,4,2,3,4,3,4,International,Economy,Miami - Madrid
421,F,65+,18/6/2018,,4,5,5,3,5,5,5,5,Domestic,Economy,Los Angeles - Raleigh
422,F,65+,17/6/2018,18-Jun,5,5,5,5,5,5,5,1,Domestic,Economy,Reno - Peoria
423,M,25-34,17/6/2018,18-Jun,3,1,3,2,3,2,1,3,International,Economy,Philadelphia - Rome
424,M,65+,17/6/2018,17-Jul,4,5,5,4,4,5,5,5,Domestic,Economy,Chicago - Las Vegas
425,F,50-64,17/6/2018,18-Jun,3,2,2,2,3,3,2,2,Domestic,Economy,San Francisco - Hartford
426,M,65+,17/6/2018,18-Jun,5,4,3,3,5,4,3,3,Mexico,First Class,Charlotte - Cozumel
427,M,35-49,16/6/2018,,1,2,3,1,1,1,1,1,Domestic,Economy,Fort Walton Beach - Manchester
428,M,50-64,16/6/2018,18-Jun,5,4,5,3,5,5,3,5,International,Business Class,Madrid - Miami
429,M,50-64,15/6/2018,18-Jun,4,4,4,3,4,3,4,4,Domestic,Economy,Dallas - Tulsa
430,F,65+,15/6/2018,,3,4,4,2,3,3,4,4,International,Economy,London - New York City
431,M,50-64,15/6/2018,18-May,3,3,2,2,3,3,1,3,Domestic,Economy,Miami - Dallas
432,F,50-64,14/6/2018,18-Jun,3,5,4,4,3,5,4,3,International,Economy,Beijing - Los Angeles
433,M,50-64,14/6/2018,,4,4,4,4,4,5,4,4,International,Economy,Paris - Philadelphia
434,F,50-64,14/6/2018,18-Jun,3,1,3,2,3,3,2,4,Domestic,Economy,Seattle - Philadelphia
435,F,50-64,14/6/2018,18-Jun,5,5,4,4,5,1,4,5,Domestic,First Class,Phoenix - Fort Myers
436,F,25-34,14/6/2018,18-Jun,3,4,4,3,3,5,4,4,International,Economy,Barcelona - Miami
437,F,25-34,14/6/2018,18-Jun,3,4,5,5,4,4,4,4,Domestic,Economy,Nashville - Miami
438,F,35-49,14/6/2018,18-Jun,3,4,4,3,3,3,3,4,Domestic,Economy,Los Angeles - Seattle
439,M,25-34,14/6/2018,18-Jan,5,5,5,5,5,5,5,5,International,Business Class,Tokyo - Chicago
440,F,35-49,14/6/2018,18-Apr,3,3,3,3,3,1,3,1,Domestic,Economy,Miami - Key West
441,F,35-49,13/6/2018,18-Jun,3,1,3,3,2,3,3,3,Caribbean,Economy,Baltimore - St Martin / St Maarten
442,M,50-64,13/6/2018,18-Jun,3,3,3,2,3,3,3,3,International,Economy,Dallas - San Jose
443,M,50-64,13/6/2018,18-Mar,4,5,4,5,4,4,4,5,Domestic,Economy,Phoenix - Atlanta
444,M,65+,13/6/2018,18-Jun,2,3,4,2,2,2,3,3,Mexico,Economy,Denver - Mexico City
445,M,65+,13/6/2018,,3,3,4,3,3,4,4,5,Domestic,Economy,Chicago - Boston
446,M,50-64,13/6/2018,18-Jun,5,5,5,5,5,5,5,5,International,Business Class,Frankfurt - Tucson
447,F,35-49,13/6/2018,,5,5,4,5,5,1,1,5,Domestic,First Class,Maui - Chicago
448,M,50-64,13/6/2018,18-May,5,5,5,5,5,5,4,5,International,Business Class,Tucson - Berlin
449,M,65+,13/6/2018,18-May,5,4,5,2,5,5,3,4,International,First Class,Charlotte - Dublin
450,F,50-64,13/6/2018,18-May,4,5,4,4,4,4,3,4,International,Business Class,Barcelona - Charlotte
451,M,50-64,2018/12/6 0:00,18-May,3,4,3,2,2,3,3,3,Domestic,Economy,Columbia - Denver
452,M,50-64,2018/12/6 0:00,,3,4,4,3,2,3,4,4,Domestic,Economy,Roanoke - Saint Louis
453,M,35-49,2018/12/6 0:00,18-May,3,1,3,1,4,1,1,4,Domestic,First Class,Portland - Chicago
454,M,50-64,2018/12/6 0:00,18-Jun,3,4,5,3,3,5,4,5,Domestic,Business Class,Sacramento - Oklahoma City
455,M,50-64,2018/12/6 0:00,18-Jun,4,4,5,5,5,3,4,4,Domestic,First Class,Oklahoma City - Sacramento
456,M,50-64,2018/12/6 0:00,18-May,1,5,4,4,1,3,2,5,Domestic,Economy,Sacramento - Charlotte
457,F,50-64,2018/12/6 0:00,18-Jun,4,3,4,3,5,1,4,4,Domestic,Economy,Dallas - San Francisco
458,M,35-49,2018/12/6 0:00,18-May,4,5,4,3,5,4,3,3,Caribbean,Economy,Washington DC - St. Kitts
459,M,50-64,2018/12/6 0:00,18-Jun,4,3,4,2,3,2,3,2,Domestic,Economy,Los Angeles - Charlotte
460,F,35-49,2018/11/6 0:00,18-May,3,4,3,3,3,3,3,3,Domestic,Economy,Grand Junction - Fort Myers
461,M,35-49,2018/11/6 0:00,18-Jun,4,5,3,4,4,4,3,3,International,Business Class,St. Kitts - Miami
462,F,65+,2018/11/6 0:00,18-Jun,2,5,4,5,1,3,2,3,International,Economy,Philadelphia - Prague
463,M,35-49,2018/11/6 0:00,18-Jun,1,3,4,2,1,1,1,4,Domestic,Economy,Philadelphia - Miami
464,F,50-64,2018/11/6 0:00,18-May,5,4,4,3,5,3,5,5,International,Business Class,Dallas - London
465,F,50-64,2018/10/6 0:00,18-Jun,4,4,4,4,4,4,4,4,Domestic,Economy,Orlando - Los Angeles
466,M,50-64,2018/10/6 0:00,18-Jun,3,5,5,5,4,4,5,5,International,Economy,Paris - New York City
467,M,50-64,2018/10/6 0:00,18-May,4,5,5,4,4,5,5,5,Mexico,Economy,Chicago - Los Cabos
468,M,65+,2018/10/6 0:00,18-Jun,3,1,3,3,3,3,1,1,Domestic,First Class,Kailua-Kona - Reno
469,M,50-64,2018/10/6 0:00,18-Jun,4,3,4,3,4,4,4,4,International,Economy,Dallas - London
470,M,50-64,2018/9/6 0:00,18-May,3,3,3,3,3,3,3,4,International,Economy,London - Philadelphia
471,M,35-49,2018/9/6 0:00,18-May,3,4,3,3,3,3,3,3,Domestic,Economy,Las Vegas - Dallas
472,M,50-64,2018/9/6 0:00,18-May,2,2,3,3,2,4,3,1,International,Economy,Philadelphia - Manchester
473,M,35-49,2018/8/6 0:00,,3,3,3,4,3,2,3,3,Domestic,First Class,Orlando - Chicago
474,M,50-64,2018/8/6 0:00,18-Jun,5,5,5,5,5,5,4,5,Domestic,Business Class,Tampa - Chicago
475,F,25-34,2018/8/6 0:00,,4,4,4,4,4,4,4,4,Domestic,Economy,Atlanta - Dallas
476,F,35-49,2018/8/6 0:00,18-May,3,5,5,4,5,5,4,5,Domestic,Economy,Washington DC - Miami
477,F,65+,2018/7/6 0:00,18-May,3,4,4,4,2,4,3,3,Domestic,Economy,Dallas - Honolulu
478,F,35-49,2018/7/6 0:00,,5,5,5,5,4,3,5,5,Mexico,Economy,Raleigh - Cancun
479,F,25-34,2018/7/6 0:00,18-Mar,3,4,3,3,3,4,3,1,Caribbean,Economy,Wichita - Punta Cana
480,M,65+,2018/7/6 0:00,17-Jul,4,4,5,3,5,4,4,4,Domestic,Business Class,Tucson - Fort Lauderdale
481,M,65+,2018/7/6 0:00,18-May,5,4,4,4,5,4,3,1,International,Business Class,Frankfurt - Dallas
482,M,50-64,2018/7/6 0:00,18-May,4,5,3,4,4,3,4,4,International,Economy,Miami - Buenos Aires
483,M,65+,2018/7/6 0:00,,5,5,5,5,5,5,5,5,Domestic,First Class,Chicago - Hartford
484,M,50-64,2018/7/6 0:00,17-Sep,5,5,5,5,4,5,5,5,Caribbean,Economy,Saint Louis - Punta Cana
485,M,35-49,2018/7/6 0:00,18-May,5,1,5,5,5,2,5,1,Domestic,First Class,Philadelphia - Dallas
486,M,50-64,2018/6/6 0:00,18-May,4,4,3,3,4,2,3,4,Domestic,Economy,Boston - Miami
487,F,35-49,2018/6/6 0:00,18-Jun,3,5,5,4,4,4,5,5,Caribbean,Economy,Charlotte - Punta Cana
488,M,50-64,2018/6/6 0:00,18-May,5,5,5,5,4,5,5,5,International,Economy,Portland - Belize City
